drug_id,drug_name,brand_name,active_ingredient,gene_symbol,clinpgx_id,ncbi_id,boxed_warning,indications
283,docetaxel anhydrous,Docetaxel,DOCETAXEL ANHYDROUS,,,,"WARNING: TOXIC DEATHS, HEPATOTOXICITY, NEUTROPENIA, HYPERSENSITIVITY REACTIONS, and FLUID RETENTION Treatment-related mortality associated with docetaxel is increased in patients with abnormal liver function, in patients receiving higher doses, and in patients with non-small cell lung carcinoma and a history of prior treatment with platinum-based chemotherapy who receive docetaxel as a single agent at a dose of 100 mg/m 2 [ see Warnings and Precautions (5.1) ] . Avoid the use of Docetaxel Injection in patients with bilirubin > upper limit of normal (ULN), or to patients with AST and/or ALT >1.5 × ULN concomitant with alkaline phosphatase >2.5 × ULN. Patients with elevations of bilirubin or abnormalities of transaminase concurrent with alkaline phosphatase are at increased risk for the development of severe neutropenia, febrile neutropenia, infections, severe thrombocytopenia, severe stomatitis, severe skin toxicity, and toxic death. Patients with isolated elevations of transaminase >1.5 × ULN also had a higher rate of febrile neutropenia. Measure bilirubin, AST or ALT, and alkaline phosphatase prior to each cycle of Docetaxel Injection [ see Warnings and Precautions (5.2) ]. Do not administer Docetaxel Injection to patients with neutrophil counts of <1500 cells/mm 3 . Monitor blood counts frequently as neutropenia may be severe and result in infection [ see Warnings and Precautions (5.3) ]. Do not administer Docetaxel Injection to patients who have a history of severe hypersensitivity reactions to docetaxel or to other drugs formulated with polysorbate 80 [ see Contraindications (4) ]. Severe hypersensitivity reactions have been reported in patients despite dexamethasone premedication. Hypersensitivity reactions require immediate discontinuation of the Docetaxel Injection infusion and administration of appropriate therapy [ see Warnings and Precautions (5.5) ]. Severe fluid retention occurred in 6.5% (6/92) of patients despite use of dexamethasone premedication. It was characterized by one or more of the following events: poorly tolerated peripheral edema, generalized edema, pleural effusion requiring urgent drainage, dyspnea at rest, cardiac tamponade, or pronounced abdominal distention (due to ascites) [ see Warnings and Precautions (5.6) ]. WARNING: TOXIC DEATHS, HEPATOTOXICITY, NEUTROPENIA, HYPERSENSITIVITY REACTIONS, and FLUID RETENTION See full prescribing information for complete boxed warning. • Treatment-related mortality increases with abnormal liver function, at higher doses, and in patients with NSCLC and prior platinum-based therapy receiving docetaxel at 100 mg/m 2 ( 5.1 ) • Avoid use of Docetaxel Injection if bilirubin > ULN, or if AST and/or ALT >1.5 × ULN concomitant with alkaline phosphatase >2.5 × ULN. LFT elevations increase risk of severe or life-threatening complications. Obtain LFTs before each treatment cycle ( 5.2 ) • Do not administer Docetaxel Injection to patients with neutrophil counts <1500 cells/mm 3 . Obtain frequent blood counts to monitor for neutropenia ( 4 , 5.3 ) • Severe hypersensitivity, including fatal anaphylaxis, has been reported in patients who received dexamethasone premedication. Severe reactions require immediate discontinuation of Docetaxel Injection and administration of appropriate therapy ( 5.5 ) • Contraindicated if history of severe hypersensitivity reactions to docetaxel or to drugs formulated with polysorbate 80 ( 4 ) • Severe fluid retention may occur despite dexamethasone ( 5.6 )","1 INDICATIONS AND USAGE Docetaxel Injection is a microtubule inhibitor indicated for: • Breast Cancer (BC): single agent for locally advanced or metastatic BC after chemotherapy failure; and with doxorubicin and cyclophosphamide as adjuvant treatment of operable node-positive BC ( 1.1 ) • Non-small Cell Lung Cancer (NSCLC): single agent for locally advanced or metastatic NSCLC after platinum therapy failure; and with cisplatin for unresectable, locally advanced or metastatic untreated NSCLC ( 1."
284,baclofen,BACLOFEN,BACLOFEN,,,,None,"INDICATIONS AND USAGE Baclofen tablets, USP are useful for the alleviation of signs and symptoms of spasticity resulting from multiple sclerosis, particularly for the relief of flexor spasms and concomitant pain, clonus, and muscular rigidity. Patients should have reversible spasticity so that baclofen treatment will aid in restoring residual function. Baclofen tablets, USP may also be of some value in patients with spinal cord injuries and other spinal cord diseases. Baclofen tablets, USP are n"
285,clonidine hydrochloride,Clonidine Hydrochloride,CLONIDINE HYDROCHLORIDE,,,,None,1 INDICATIONS AND USAGE Clonidine hydrochloride extended-release tablets are indicated for the treatment of attention deficit hyperactivity disorder (ADHD) as monotherapy and as adjunctive therapy to stimulant medications [see Clinical Studies (14) ] . Clonidine hydrochloride extended-release tablets are a centrally acting alpha 2 -adrenergic agonist indicated for the treatment of attention deficit hyperactivity disorder (ADHD) as monotherapy or as adjunctive therapy to stimulant medications. ( 
286,argentum metalicum,SilvaPlex Throat,SILVER,,,,None,"INDICATIONS: For relief of sore throat.* *These statements have not been evaluated by the FDA. Product not intended to diagnose, treat, cure or prevent desease."
287,octinoxate,Note Mattifying Extreme Wear Foundation,OCTINOXATE,,,,None,"Uses Helps prevent sunburn. if used as directed with other sun protection measures (see Directions ), decreases the risk of skin cancer and early skin aging caused by the sun"
288,minoxidil,kirkland signature minoxidil,MINOXIDIL,,,,None,"Use to regrow hair on the top of the scalp (vertex only, see pictures on side of carton)"
289,naturium dew-glow moisturizer spf 50,NATURIUM Dew-Glow Moisturizer SPF 50,OCTISALATE,,,,None,"Uses Helps prevent sunburn. If used as directed with other sun protection measures (see directions), decreases the risk of skin cancer and early skin aging caused by the sun."
292,decitabine,Decitabine,DECITABINE,,,,None,"1 INDICATIONS AND USAGE Decitabine for Injection is indicated for treatment of adult patients with myelodysplastic syndromes (MDS) including previously treated and untreated, de novo and secondary MDS of all French-American-British subtypes (refractory anemia, refractory anemia with ringed sideroblasts, refractory anemia with excess blasts, refractory anemia with excess blasts in transformation, and chronic myelomonocytic leukemia) and intermediate-1, intermediate-2, and high-risk International "
293,sport spf 70 lotion,H.E.B. Solutions Sunscreen,AVOBENZONE,,,,None,"Uses • Helps prevent sunburn • If used as directed with other sun protection measures (see Directions ), decreases the risk of skin cancer and early skin aging caused by the sun"
294,triamcinolone acetonide,Trilona,,,,,None,INDICATIONS & USAGE Topical corticosteroids are indicated for the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses.
295,tadalafil,tadalafil,TADALAFIL,,,,None,"1 INDICATIONS AND USAGE Tadalafil is a phosphodiesterase 5 (PDE5) inhibitor indicated for the treatment of: erectile dysfunction (ED) ( 1.1 ) the signs and symptoms of benign prostatic hyperplasia (BPH) ( 1.2 ) ED and the signs and symptoms of BPH (ED/BPH) ( 1.3 ) If tadalafil is used with finasteride to initiate BPH treatment, such use is recommended for up to 26 weeks ( 1.4 ). 1.1 Erectile Dysfunction Tadalafil tablets are indicated for the treatment of erectile dysfunction (ED). 1.2 Benign Pr"
296,caffeine,Stay Awake,CAFFEINE,,,,None,Use helps restore mental alertness or wakefulness when experiencing fatigue or drowsiness
303,nitrous oxide,NITROUS OXIDE,NITROUS OXIDE,,,,None,N/A
305,"aconitum napellus, bryonia root, calcium cation, spongia officinalis skeleton, roasted, tin, medicago sativa leaf, oat, arabica coffee bean",Cough and Bronchial Nighttime Syrup,ACONITUM NAPELLUS,,,,None,Indications & Usage Temporarily relieves coughs due to minor throat and bronchial irritation as may occur with a cold. Helps loosen phlegm (mucus) and thin bronchial secretions to drain bronchial tubes. Soothes the throat.
306,baclofen injection,Gablofen,BACLOFEN,,,,"BOXED WARNING WARNING: DO NOT DISCONTINUE ABRUPTLY Abrupt discontinuation of intrathecal baclofen, regardless of the cause, has resulted in sequelae that include high fever, altered mental status, exaggerated rebound spasticity, and muscle rigidity, that in rare cases has advanced to rhabdomyolysis, multiple organ-system failure and death. Prevention of abrupt discontinuation of intrathecal baclofen requires careful attention to programming and monitoring of the infusion system, refill scheduling and procedures, and pump alarms. Patients and caregivers should be advised of the importance of keeping scheduled refill visits and should be educated on the early symptoms of baclofen withdrawal. Special attention should be given to patients at apparent risk (e.g., spinal cord injuries at T-6 or above, communication difficulties, history of withdrawal symptoms from oral or intrathecal baclofen). Consult the technical manual of the implantable infusion system for additional post-implant clinician and patient information [ see Warnings and Precautions (5.4) ]. WARNING: DO NOT DISCONTINUE ABRUPTLY See full prescribing information for complete boxed warning Abrupt discontinuation of intrathecal baclofen, regardless of the cause, has resulted in sequelae that include high fever, altered mental status, exaggerated rebound spasticity, and muscle rigidity, that in rare cases has advanced to rhabdomyolysis, multiple organ-system failure and death. Prevention of abrupt discontinuation of intrathecal baclofen requires careful attention to programming and monitoring of the infusion system, refill scheduling and procedures, and pump alarms. Patients and caregivers should be advised of the importance of keeping scheduled refill visits and should be educated on the early symptoms of baclofen withdrawal. Special attention should be given to patients at apparent risk (e.g., spinal cord injuries at T-6 or above, communication difficulties, history of withdrawal symptoms from oral or intrathecal baclofen). Consult the technical manual of the implantable infusion system for additional post-implant clinician and patient information. ( 5.4 )","1 INDICATIONS AND USAGE GABLOFEN is indicated for use in the management of severe spasticity in adult and pediatric patients age 4 years and above. Patients should first respond to a screening dose of intrathecal baclofen prior to consideration for long term infusion via an implantable pump. For spasticity of spinal cord origin, chronic infusion of GABLOFEN via an implantable pump should be reserved for patients unresponsive to oral baclofen therapy, or those who experience intolerable CNS side "
307,essence black pepper and cedarwood scent 48h fresh and dry antiperspirant,Axe,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,,,,None,Uses • reduces underarm wetness • 48 Hour Protection
308,black frozen pear and cedarwood scent 48h fresh and dry antiperspirant,Axe,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,,,,None,Uses • reduces underarm wetness • 48 Hour Protection
309,dark temptation dark chocolate scent 48h fresh and dry antiperspirant,Axe,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,,,,None,Uses • reduces underarm wetness • 48 Hour Protection
310,phoenix crushed mint and rosemary 48h fresh and dry antiperspirant,Axe,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,,,,None,Uses • reduces underarm wetness • 48 Hour Protection
315,propylhexedrine,BENZEDREX,PROPYLHEXEDRINE,,,,None,"Uses For the temporarily relief of nasal congestion due to a cold, hay fever, or other upper respiratory allergies (allergic rhinitis)."
317,hypromellose ophthalmic solution,Vista Gonio Eye Lubricant,HYPROMELLOSE 2208 (100 MPA.S),,,,None,Uses for use as a lubricant to prevent further irritation to relieve dryness of the eye
318,meb gluco-vitality patch,MEB Gluco-Vitality Patch,MAGNESIUM SULFATE HEPTAHYDRATE,,,,None,"The MEB PainGuard Patch is designed to provide effective pain relief and treat various types of pain, providing fast-acting and long-lasting relief from pain, helping to alleviate discomfort caused by muscle pain, nerve pain, and other common types of pain. This innovative patch targets and treats the underlying inflammation that causes pain to help eliminate the root cause of pain, leading to more effective and sustainable pain relief. The Gluco Vitality Patch assists individuals with diabetes "
